family,branch,branch_label,source_er,source_ev,enable_er_induction,root_b_weight,root_c_weight,root_memory_weight,b_d_weight,b_memory_weight,c_f_weight,c_memory_weight,energy_graph_v2_enabled,config_max_rounds,round_count,depth_max,frontier_generated_count,frontier_pruned_count,terminal_memory_count,root_reinduction_count,layer_count,layer_histogram_json,frontier_out_count_max,frontier_in_count_max,frontier_budget_ev_total,root_induction_budget_ev_total,round_delta_ev_total,round_delta_ev_last,total_delta_ev,total_ev_consumed,propagated_budget_total_ev,structure_target_count,memory_target_count,depth2_structure_target_count,layer1_memory_target_count,deeper_memory_target_count,has_AB_structure,has_AC_structure,has_ABD_structure_depth2,has_ACF_structure_depth2,has_root_terminal_memory,has_b_terminal_memory,has_c_terminal_memory,target_ids_json
F09,deep_multilayer,多轮扩散,0.3,1.02,1,0.52,0.3,0.18,0.64,0.36,0.58,0.42,1,4,4,2,14,1,11,3,2,"{""1"": 23, ""2"": 18}",4,4,2.4695304,0.9131304,3.3826608,0.3308208,3.3826608,1.02,2.4695304,6,4,2,2,2,1,1,1,1,1,1,1,"[{""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000386"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.5304}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000387"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.306}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000145"", ""target_structure_id"": ""st_000388"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.1836}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000386"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.47482781}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000387"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.27393912}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000145"", ""target_structure_id"": ""st_000388"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.16436347}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000389"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.58829722}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000146"", ""target_structure_id"": ""st_000390"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.33091718}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000391"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.30758328}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000147"", ""target_structure_id"": ""st_000392"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.22273272}]"
F09,single_round_cap,单轮截断,0.3,1.02,1,0.52,0.3,0.18,0.64,0.36,0.58,0.42,1,1,1,1,2,0,2,0,1,"{""1"": 8}",2,1,1.02,0.3,1.32,1.32,1.32,1.02,1.02,4,2,0,2,0,1,1,0,0,1,0,0,"[{""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000394"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.5304}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000395"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.306}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000148"", ""target_structure_id"": ""st_000396"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.1836}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000394"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.156}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000395"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.09}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000148"", ""target_structure_id"": ""st_000396"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.054}]"
F09,high_frontier_threshold,前沿阈值剪枝,0.3,1.02,1,0.52,0.3,0.18,0.64,0.36,0.58,0.42,1,4,4,1,8,6,5,3,1,"{""1"": 23}",2,2,1.02,0.9131304,1.9331304,0.1654104,1.9331304,1.02,1.02,4,2,0,2,0,1,1,0,0,1,0,0,"[{""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000402"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.5304}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000403"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.306}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000151"", ""target_structure_id"": ""st_000404"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.1836}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000402"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.47482781}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000403"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.27393912}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000151"", ""target_structure_id"": ""st_000404"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.16436347}]"
F09,high_budget_threshold,预算阈值剪枝,0.0,1.02,0,0.52,0.3,0.18,0.64,0.36,0.58,0.42,1,4,2,1,2,2,1,0,1,"{""1"": 5}",2,2,1.02,0.0,1.02,0.0,1.02,1.02,1.02,2,1,0,1,0,1,1,0,0,1,0,0,"[{""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000410"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.5304}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000411"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.306}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000154"", ""target_structure_id"": ""st_000412"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.1836}]"
F09,width_cap_one,宽度上限,0.3,1.02,1,0.52,0.3,0.18,0.64,0.36,0.58,0.42,1,4,4,2,4,6,7,3,2,"{""1"": 18, ""2"": 5}",1,1,1.8112944,0.9131304,2.7244248,0.2703048,2.7244248,1.02,1.8112944,5,3,1,2,1,1,1,1,0,1,1,0,"[{""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000418"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.5304}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000419"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.306}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000157"", ""target_structure_id"": ""st_000420"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.1836}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000418"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.47482781}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000419"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.27393912}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000157"", ""target_structure_id"": ""st_000420"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.16436347}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000421"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.50642842}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000158"", ""target_structure_id"": ""st_000422"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.28486598}]"
F09,no_er_reinduction,关闭根源ER重诱发,0.0,1.02,0,0.52,0.3,0.18,0.64,0.36,0.58,0.42,1,4,3,2,4,0,3,0,2,"{""1"": 5, ""2"": 6}",2,2,1.8564,0.0,1.8564,0.0,1.8564,1.02,1.8564,4,3,2,1,2,1,1,1,1,1,1,1,"[{""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000426"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.5304}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000427"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.306}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000160"", ""target_structure_id"": ""st_000428"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.1836}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000429"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.339456}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000161"", ""target_structure_id"": ""st_000430"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.190944}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000431"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.17748}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000162"", ""target_structure_id"": ""st_000432"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.12852}]"
F10,deep_multilayer,多轮扩散,0.32,1.02,1,0.5,0.32,0.18,0.62,0.38,0.6,0.4,1,4,4,2,14,0,11,3,2,"{""1"": 23, ""2"": 18}",4,4,2.51040576,0.97400576,3.48441152,0.35287552,3.48441152,1.02,2.51040576,6,4,2,2,2,1,1,1,1,1,1,1,"[{""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000434"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.51}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000435"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.3264}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000163"", ""target_structure_id"": ""st_000436"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.1836}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000434"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.48700288}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000435"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.31168184}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000163"", ""target_structure_id"": ""st_000436"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.17532104}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000437"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.56344608}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000164"", ""target_structure_id"": ""st_000438"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.34533792}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000439"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.34897306}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000165"", ""target_structure_id"": ""st_000440"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.2326487}]"
F10,single_round_cap,单轮截断,0.32,1.02,1,0.5,0.32,0.18,0.62,0.38,0.6,0.4,1,1,1,1,2,0,2,0,1,"{""1"": 8}",2,1,1.02,0.32,1.34,1.34,1.34,1.02,1.02,4,2,0,2,0,1,1,0,0,1,0,0,"[{""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000442"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.51}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000443"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.3264}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000166"", ""target_structure_id"": ""st_000444"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.1836}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000442"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.16}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000443"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.1024}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000166"", ""target_structure_id"": ""st_000444"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.0576}]"
F10,high_frontier_threshold,前沿阈值剪枝,0.32,1.02,1,0.5,0.32,0.18,0.62,0.38,0.6,0.4,1,4,4,1,8,6,5,3,1,"{""1"": 23}",2,2,1.02,0.97400576,1.99400576,0.17643776,1.99400576,1.02,1.02,4,2,0,2,0,1,1,0,0,1,0,0,"[{""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000450"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.51}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000451"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.3264}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000169"", ""target_structure_id"": ""st_000452"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.1836}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000450"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.48700288}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000451"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.31168184}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000169"", ""target_structure_id"": ""st_000452"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.17532104}]"
F10,high_budget_threshold,预算阈值剪枝,0.0,1.02,0,0.5,0.32,0.18,0.62,0.38,0.6,0.4,1,4,2,1,2,2,1,0,1,"{""1"": 5}",2,2,1.02,0.0,1.02,0.0,1.02,1.02,1.02,2,1,0,1,0,1,1,0,0,1,0,0,"[{""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000458"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.51}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000459"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.3264}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000172"", ""target_structure_id"": ""st_000460"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.1836}]"
F10,width_cap_one,宽度上限,0.32,1.02,1,0.5,0.32,0.18,0.62,0.38,0.6,0.4,1,4,4,2,4,6,7,3,2,"{""1"": 18, ""2"": 5}",1,1,1.797584,0.97400576,2.77158976,0.28402176,2.77158976,1.02,1.797584,5,3,1,2,1,1,1,1,0,1,1,0,"[{""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000466"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.51}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000467"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.3264}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000175"", ""target_structure_id"": ""st_000468"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.1836}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000466"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.48700288}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000467"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.31168184}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000175"", ""target_structure_id"": ""st_000468"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.17532104}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000469"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.48210208}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000176"", ""target_structure_id"": ""st_000470"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.29548192}]"
F10,no_er_reinduction,关闭根源ER重诱发,0.0,1.02,0,0.5,0.32,0.18,0.62,0.38,0.6,0.4,1,4,3,2,4,0,3,0,2,"{""1"": 5, ""2"": 6}",2,2,1.8564,0.0,1.8564,0.0,1.8564,1.02,1.8564,4,3,2,1,2,1,1,1,1,1,1,1,"[{""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000474"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.51}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000475"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.3264}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000178"", ""target_structure_id"": ""st_000476"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.1836}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000477"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.3162}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000179"", ""target_structure_id"": ""st_000478"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.1938}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000479"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.19584}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000180"", ""target_structure_id"": ""st_000480"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.13056}]"
F11,deep_multilayer,多轮扩散,0.34,1.02,1,0.54,0.28,0.18,0.66,0.34,0.56,0.44,1,4,4,2,14,1,11,3,2,"{""1"": 23, ""2"": 18}",4,4,2.55128112,1.03488112,3.58616223,0.37493023,3.58616223,1.02,2.55128112,6,4,2,2,2,1,1,1,1,1,1,1,"[{""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000482"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.5508}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000483"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.2856}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000181"", ""target_structure_id"": ""st_000484"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.1836}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000482"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.5588358}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000483"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.28976671}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000181"", ""target_structure_id"": ""st_000484"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.1862786}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000485"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.66554706}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000182"", ""target_structure_id"": ""st_000486"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.34285758}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000487"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.29281083}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000183"", ""target_structure_id"": ""st_000488"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.23006565}]"
F11,single_round_cap,单轮截断,0.34,1.02,1,0.54,0.28,0.18,0.66,0.34,0.56,0.44,1,1,1,1,2,0,2,0,1,"{""1"": 8}",2,1,1.02,0.34,1.36,1.36,1.36,1.02,1.02,4,2,0,2,0,1,1,0,0,1,0,0,"[{""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000490"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.5508}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000491"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.2856}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000184"", ""target_structure_id"": ""st_000492"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.1836}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000490"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.1836}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000491"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.0952}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000184"", ""target_structure_id"": ""st_000492"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.0612}]"
F11,high_frontier_threshold,前沿阈值剪枝,0.34,1.02,1,0.54,0.28,0.18,0.66,0.34,0.56,0.44,1,4,4,1,8,6,5,3,1,"{""1"": 23}",2,2,1.02,1.03488112,2.05488111,0.18746511,2.05488111,1.02,1.02,4,2,0,2,0,1,1,0,0,1,0,0,"[{""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000498"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.5508}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000499"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.2856}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000187"", ""target_structure_id"": ""st_000500"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.1836}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000498"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.5588358}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000499"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.28976671}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000187"", ""target_structure_id"": ""st_000500"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.1862786}]"
F11,high_budget_threshold,预算阈值剪枝,0.0,1.02,0,0.54,0.28,0.18,0.66,0.34,0.56,0.44,1,4,2,1,2,2,1,0,1,"{""1"": 5}",2,2,1.02,0.0,1.02,0.0,1.02,1.02,1.02,2,1,0,1,0,1,1,0,0,1,0,0,"[{""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000506"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.5508}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000507"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.2856}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000190"", ""target_structure_id"": ""st_000508"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.1836}]"
F11,width_cap_one,宽度上限,0.34,1.02,1,0.54,0.28,0.18,0.66,0.34,0.56,0.44,1,4,4,2,4,6,7,3,2,"{""1"": 18, ""2"": 5}",1,1,1.87785264,1.03488112,2.91273375,0.31091775,2.91273375,1.02,1.87785264,5,3,1,2,1,1,1,1,0,1,1,0,"[{""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000514"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.5508}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000515"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.2856}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000193"", ""target_structure_id"": ""st_000516"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.1836}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000514"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.5588358}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000515"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.28976671}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000193"", ""target_structure_id"": ""st_000516"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.1862786}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000517"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.56618274}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000194"", ""target_structure_id"": ""st_000518"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.2916699}]"
F11,no_er_reinduction,关闭根源ER重诱发,0.0,1.02,0,0.54,0.28,0.18,0.66,0.34,0.56,0.44,1,4,3,2,4,0,3,0,2,"{""1"": 5, ""2"": 6}",2,2,1.8564,0.0,1.8564,0.0,1.8564,1.02,1.8564,4,3,2,1,2,1,1,1,1,1,1,1,"[{""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000522"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.5508}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000523"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.2856}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000196"", ""target_structure_id"": ""st_000524"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.1836}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000525"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.363528}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000197"", ""target_structure_id"": ""st_000526"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.187272}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000527"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.159936}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000198"", ""target_structure_id"": ""st_000528"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.125664}]"
